"ID";"NAME";"DATE";"CONTENT";"STATUS";"SOLUTION"
"11";"MANUTENÇÃO DE COMPUTADOR";"2012-09-06 15:19:00";"MODELO: ITAUTEC INFOWAY
SERIE: SM 3322
PATRIMONIO: 10.093.033

COMPUTADOR NÃO ESTÁ LIGANDO E FICAVA EMITINDO UM RUIDO.

TELEFONE: 3221-2651

MUSEUTHEOBRANDAO@GMAIL.COM";"closed";NULL
"12";"Lista de usuários do NTI";"2012-09-06 17:04:56";"Prezados:

Favor encaminhar a lista de usuários do NTI que precisam ser adicionados aos seus respectivos grupos no GLPI para que eu possa providenciar.";"closed";NULL
"13";"rede reitoria";"2012-09-06 17:06:00";"Cpf: 071302904-80
telefone para contato : 1032";"closed";NULL
"15";"MEMO 29/2012/SI - SENHA PARA ATUALIZAR O SITIO DO CURSO DE SISTEMAS DE INFORMAÇÃO";"2012-09-10 08:43:00";"Solicita ao NTI que crie uma senha de acesso para atualização do sitio do Curso de Graduação de Sistemas de Informação no link com perfil de editor.
contato:3214-1416/ 3214-1135";"closed";"&lt;p&gt;secret&#225;ria informada&lt;/p&gt;"
"16";"MEMO 28/2012/SI- RELATÓRIOS GERENCIAS DO CURSO DE SISTEMAS DE INFORMAÇÃO A DISTÂNCIA";"2012-09-10 09:12:00";"Solicita ao NTI que seja encaminhado, no formato digital, para a coordenação do referido curso os seguintes relatórios: 
Relação das disciplinas que cada aluno falta cursar por polo e relatório monstrando a relação de disciplinas reprovadas por aluno po polo.";"closed";"&lt;p&gt;&lt;strong&gt;&lt;span style=""font-size: small;""&gt;Reprova&#231;&#245;es por alunos de Sistemas de Informa&#231;&#227;o:&lt;/span&gt;&lt;/strong&gt;&lt;/p&gt;
&lt;hr /&gt;
&lt;p&gt;SELECT DISTINCT polo.DESCRICAO AS POLO, ca.MATR_ALUNO AS MATRICULA, p.NOME_PESSOA_UP AS NOME, ac.COD_ATIV_CURRIC AS COD_DISCIPLINA, ac.NOME_ATIV_CURRIC AS NOME_DISCIPLINA, con.DESCRICAO AS CONCEITO FROM CURRICULO_ALUNO cv&lt;br /&gt;JOIN CURSOS_ALUNOS ca ON (cv.ID_CURSO_ALUNO = ca.ID_CURSO_ALUNO)&lt;br /&gt;JOIN ALUNOS a ON (ca.ID_ALUNO = a.ID_ALUNO)&lt;br /&gt;JOIN PESSOAS p ON (a.ID_PESSOA = p.ID_PESSOA)&lt;br /&gt;JOIN VERSOES_CURSOS vc ON (ca.ID_VERSAO_CURSO = vc.ID_VERSAO_CURSO)&lt;br /&gt;JOIN CURSOS c ON (vc.ID_CURSO = c.ID_CURSO)&lt;br /&gt;JOIN ATIVIDADES_CURRIC ac ON (cv.ID_ATIV_CURRIC = ac.ID_ATIV_CURRIC)&lt;br /&gt;JOIN COMPLEMENTO_CURSOS_ALUNOS cca ON (ca.ID_CURSO_ALUNO = cca.ID_CURSOS_ALUNOS_SIE)&lt;br /&gt;JOIN TAB_ESTRUTURADA polo ON (cca.POLO_ITEM = polo.ITEM_TABELA AND cca.POLO_TAB = polo.COD_TABELA)&lt;br /&gt;JOIN TAB_ESTRUTURADA con ON (cv.CONCEITO_ITEM = con.ITEM_TABELA AND cv.CONCEITO_TAB = con.COD_TABELA)&lt;br /&gt;WHERE c.ID_CURSO = 2411&lt;br /&gt;-- SOMENTE REPROVA&#199;&#213;ES&lt;br /&gt;AND cv.CONCEITO_ITEM IN (15, 16, 17, 22)&lt;br /&gt;ORDER BY polo.DESCRICAO, ca.MATR_ALUNO, ac.COD_ATIV_CURRIC;&lt;/p&gt;
&lt;hr /&gt;
&lt;p&gt;&lt;strong&gt;&lt;span style=""font-size: small;""&gt;Disciplinas a cursar por alunos de Sistemas de Informa&#231;&#227;o:&lt;/span&gt;&lt;/strong&gt;&lt;/p&gt;
&lt;hr /&gt;
&lt;p&gt;SELECT xpolo.DESCRICAO AS POLO, xca.MATR_ALUNO AS MATRICULA, xp.NOME_PESSOA AS NOME, mundo.ID_CURSO_ALUNO, xac.COD_ATIV_CURRIC AS CODIGO_DISCIPLINA, xac.NOME_ATIV_CURRIC AS NOME_DISCIPLINA FROM ( &lt;br /&gt;&#160;&#160;&#160; -- ALUNOS DO CURSO&lt;br /&gt;&#160;&#160;&#160; SELECT distinct sub.ID_CURSO_ALUNO, dc.ID_DISCIPLINA FROM (&lt;br /&gt;&#160;&#160;&#160; &#160;&#160;&#160; SELECT sca.ID_CURSO_ALUNO FROM CURSOS_ALUNOS sca&lt;br /&gt;&#160;&#160;&#160; &#160;&#160;&#160; JOIN VERSOES_CURSOS svc ON (sca.ID_VERSAO_CURSO = svc.ID_VERSAO_CURSO)&lt;br /&gt;&#160;&#160;&#160; &#160;&#160;&#160; JOIN CURSOS sc ON (svc.ID_CURSO = sc.ID_CURSO)&lt;br /&gt;&#160;&#160;&#160; &#160;&#160;&#160; WHERE sc.ID_CURSO = 2411&lt;br /&gt;&#160;&#160;&#160; &#160;&#160;&#160; AND (sca.FORMA_EVASAO_ITEM IS NULL OR sca.FORMA_EVASAO_ITEM = 1)&lt;br /&gt;&#160;&#160;&#160; ) sub, VERSOES_CURSOS vc&lt;br /&gt;&#160;&#160;&#160; JOIN CURSOS c ON (vc.ID_CURSO = c.ID_CURSO)&lt;br /&gt;&#160;&#160;&#160; JOIN ESTRUTURA_CURRIC ec ON (vc.ID_VERSAO_CURSO = ec.ID_VERSAO_CURSO)&lt;br /&gt;&#160;&#160;&#160; JOIN DISCIPLINAS_CURRIC dc ON (ec.ID_ESTRUTURA_CUR = dc.ID_ESTRUTURA_CUR)&lt;br /&gt;&#160;&#160;&#160; JOIN ATIVIDADES_CURRIC ac ON (dc.ID_DISCIPLINA = ac.ID_ATIV_CURRIC)&lt;br /&gt;&#160;&#160;&#160; WHERE c.ID_CURSO = 2411&lt;br /&gt;&#160;&#160;&#160; AND dc.SITUACAO_CURRICULO = 'A'&lt;br /&gt;&#160;&#160;&#160; -- MENOS ELETIVAS&lt;br /&gt;&#160;&#160;&#160; AND dc.TIPO_DISC_ITEM NOT IN (2, 4, 5)&lt;br /&gt;&#160;&#160;&#160; AND dc.ID_DISCIPLINA NOT IN (&lt;br /&gt;&#160;&#160;&#160; &#160;&#160;&#160; -- DISCIPLINAS J&#193; PAGAS&lt;br /&gt;&#160;&#160;&#160; &#160;&#160;&#160; SELECT DISTINCT sscv.ID_ATIV_CURRIC FROM CURRICULO_ALUNO sscv&lt;br /&gt;&#160;&#160;&#160; &#160;&#160;&#160; JOIN CURSOS_ALUNOS ssca ON (sscv.ID_CURSO_ALUNO = ssca.ID_CURSO_ALUNO)&lt;br /&gt;&#160;&#160;&#160; &#160;&#160;&#160; JOIN ALUNOS ssa ON (ssca.ID_ALUNO = ssa.ID_ALUNO)&lt;br /&gt;&#160;&#160;&#160; &#160;&#160;&#160; JOIN VERSOES_CURSOS ssvc ON (ssca.ID_VERSAO_CURSO = ssvc.ID_VERSAO_CURSO)&lt;br /&gt;&#160;&#160;&#160; &#160;&#160;&#160; JOIN CURSOS ssc ON (ssvc.ID_CURSO = ssc.ID_CURSO)&lt;br /&gt;&#160;&#160;&#160; &#160;&#160;&#160; JOIN ATIVIDADES_CURRIC ssac ON (sscv.ID_ATIV_CURRIC = ssac.ID_ATIV_CURRIC)&lt;br /&gt;&#160;&#160;&#160; &#160;&#160;&#160; WHERE ssc.ID_CURSO = 2411&lt;br /&gt;&#160;&#160;&#160; &#160;&#160;&#160; -- SOMENTE APROVA&#199;&#213;ES&lt;br /&gt;&#160;&#160;&#160; &#160;&#160;&#160; AND sscv.CONCEITO_ITEM IN (13, 14, 21)&lt;br /&gt;&#160;&#160;&#160; &#160;&#160;&#160; AND ssca.ID_CURSO_ALUNO = sub.ID_CURSO_ALUNO&lt;br /&gt;&#160;&#160;&#160; ) &lt;br /&gt;)&#160; mundo&lt;br /&gt;JOIN ATIVIDADES_CURRIC xac on (xac.ID_ATIV_CURRIC = mundo.ID_DISCIPLINA)&lt;br /&gt;JOIN CURSOS_ALUNOS xca ON (mundo.ID_CURSO_ALUNO = xca.ID_CURSO_ALUNO)&lt;br /&gt;JOIN COMPLEMENTO_CURSOS_ALUNOS xcca ON (xca.ID_CURSO_ALUNO = xcca.ID_CURSOS_ALUNOS_SIE)&lt;br /&gt;JOIN TAB_ESTRUTURADA xpolo ON (xcca.POLO_ITEM = xpolo.ITEM_TABELA AND xcca.POLO_TAB = xpolo.COD_TABELA)&lt;br /&gt;JOIN ALUNOS xa ON (xca.ID_ALUNO = xa.ID_ALUNO)&lt;br /&gt;JOIN PESSOAS xp ON (xa.ID_PESSOA = xp.ID_PESSOA)&lt;br /&gt;ORDER BY xpolo.DESCRICAO, xp.NOME_PESSOA, xac.COD_ATIV_CURRIC;&lt;/p&gt;"
"17";"Verificação de equipamento no local";"2012-09-10 09:13:00";"Instalação de impressora e instalação do SIAPE em todos as máquinas da sala do cadastro em levar o programa do java, a versão compatível.";"closed";NULL
"18";"VERIFICAÇÃO DE EQUIPAMENTO NO LOCAL";"2012-09-10 09:25:00";"O COMPUTADOR NÃO TEM UMA REDE FIXA E SÓ ENTRA E HORA ENTRA NO NA REDE SEM FIO REITORIA E HORA ENTRA NA REDE SEM FIO UFAL.
DÚVIDAS SOBRE O CHAMADO LIGAR PARA A SOLICITANTE NO CONTATO:3214-1052 OU 3214-1038 

SOLICITANTE: LAIS DE OLIVEIRA ATAÍDE.
SOLICITANTE SÓ SE ENCONTRA PELA MANHÃ.";"closed";NULL
"19";"Alteração de formulário - Portal da Transparência";"2012-09-10 09:28:00";"Conforme e-mail enviado pelo solicitante ao Alexandre Marinho.
Ramal: 1062
E-mail: cpai.proginst@gmail.com";"closed";"&lt;p&gt;CONTATO POR E-MAIL. AGUARDANDO CONFIRMA&#199;&#195;O.&lt;/p&gt;"
"20";"EAD- GRUPOS VISÍVEIS ";"2012-09-10 09:47:00";"COMANDO - Grupos Visíveis - não aparece para o Curso de Gestão Municipal, na Disciplina ESTADO, GOVERNO E MERCADO, e isso cria problemas para os Tutores, pois estes ficam sem saber quais alunos estão em sua turma. Veja isso, e replique de imediato para as outras Disciplinas do Curso.
 ";"closed";"&lt;p&gt;problema solucionado&lt;/p&gt;"
"21";" Ead -aluna sem acesso ao moodle";"2012-09-10 10:02:00";"Caro Iran,
Você  pode, por favor, verificar o problema de acesso da aluna Mércia Maria Monteiro Santos (Curso Esp. Gestão Publica, turma F).
Conforme o relato do tutor, é necessário priorizar a resolução desse problema uma vez que a aluna está sendo prejudicada por não está participando das atividades do curso.
";"closed";"&lt;p&gt;e-mail enviado&lt;/p&gt;"
"22";"Banner";"2012-09-10 10:00:00";"Banner já está na página
Portal: www.fanut.ufal.br - sem acesso
Tema: banner já tá pronto - SEMANUTRI
Incluir que na mesma semana ocorrerá o II Seminário de Extensão da FANUT
";"closed";NULL
"23";"Problemas - Telefones";"2012-09-10 10:06:00";"Ramal: 3322 2286
Telefone mudo.
Sala: 101 
Bloco: 07
Vinculado ao CEDU.";"closed";"&lt;p&gt;FALEI COM kARINA PELO TELEFONE, ELA ME CONFIRMOU QUE O TELEFONE ESTA FUNCIONANDO NORMALMENTE.&lt;/p&gt;"
"24";"Conexão wifi na sinfra";"2012-09-10 10:30:00";"A Socorro da SINFRA ligou informando que dois computadores estão sem acesso a Internet. Por favor, vão lá na SINFRA e vejam qual é o problema. Pela descrição dela, ela tava querendo um modem 3G, mas acho que não é necessário.";"closed";NULL
"25";"Problemas com portais plone";"2012-09-10 10:39:00";"Número para contato: 3221-3122
Site do festival de cinema está fora do ar.";"closed";NULL
"26";"Criação de Logomarca - Portal Plone";"2012-09-10 10:47:00";"E-mail:ianmendoncadeassis@gmail.com
Criação de logomarca para portal Plone
Endereço: www.foufal.ufal.br
Solicitante já entrou em contato por e-mail com Ítalo.";"closed";NULL
"27";"Arquivos Rede Reitoria";"2012-09-10 10:51:00";"Sem visualização de arquivos salvos na pasta da ASCOM na Rede Reitoria.
Allex esteve no setor e informou que o setor de Redes resolveria o problema.
";"closed";NULL
"28";"Arquivos Rede Reitoria";"2012-09-10 10:51:00";"Sem visualização de arquivos salvos na pasta da ASCOM na Rede Reitoria.
Allex esteve no setor e informou que o setor de Redes resolveria o problema.
";"closed";NULL
"29";"Equipamento para manutenção";"2012-09-10 11:10:00";"Ramal: 1039
Patrimônio: 10.140.580
Modelo: HP
Número de série: BRG207FFFR
Instalar programas básicos
Transferência de placa de rede da máquina de patrimônio: 10.050.699.";"closed";NULL
"30";"Verificação de equipamento no local";"2012-09-10 11:47:00";"Instalação de 4 máquinas e compartilhamento de impressora.";"closed";NULL
"31";"Máquina  para manutenção";"2012-09-10 11:57:00";"problema:não esta ligando
patimonio:10.124.211
modelo:HP
serie:brg110f3x1
telefone:1052";"closed";NULL
"32";"Máquina para verificação";"2012-09-10 12:06:00";"Modelo: HP
Serial: BRG207FF4F
Patrimônio: 10.140.496
Computador na caixa, completo.
Máquinas novas para instalação, solicitando configuração e preparo na rede Reitoria, além dos seguintes programas: 
a) Post-it (freeware)
b) Microsoft Office 2007 ou 2010
c) LibreOffice
d) Google Picasa
e) Mozila Firefox
f) Google Chrome
g) Adobe FlashPlayer
h) Adobe Reader
i) CD Burner XP (software para gravação de CDs e DVDs)
j) Winrar
k) IZArc
l) RealPlayer
m) K-Lite Codec Pack
n) SPE Escritório (softaware dos correios para envio de telegramas)
o) do PDF
p) CCleaner
q) Antivirus
r) Windows Live Essentials
s) Skype
t) Oracle Java (suporte Java para browsers)
u) Módulo de segurança - Banco do Brasil, Santander, Caixa e Itaú.";"closed";NULL
"33";"Máquina para verificação";"2012-09-10 12:11:00";"Modelo: HP
Serial: BRG207FF5C
Patrimônio: 10.140.407
Computador na caixa, completo.
Máquinas novas para instalação, solicitando configuração e preparo na rede Reitoria, além dos seguintes programas: 
a) Post-it (freeware)
b) Microsoft Office 2007 ou 2010
c) LibreOffice
d) Google Picasa
e) Mozila Firefox
f) Google Chrome
g) Adobe FlashPlayer
h) Adobe Reader
i) CD Burner XP (software para gravação de CDs e DVDs)
j) Winrar
k) IZArc
l) RealPlayer
m) K-Lite Codec Pack
n) SPE Escritório (softaware dos correios para envio de telegramas)
o) do PDF
p) CCleaner
q) Antivirus
r) Windows Live Essentials
s) Skype
t) Oracle Java (suporte Java para browsers)
u) Módulo de segurança - Banco do Brasil, Santander, Caixa e Itaú.";"closed";NULL
"34";"Máquina para verificação";"2012-09-10 12:13:00";"Modelo:HP
Serial: BRG 207 FF83
Patrimônio: 10.140.409
Máquina completa e na caixa.
Máquinas novas para instalação, solicitando configuração e preparo na rede Reitoria, além dos seguintes programas: 
a) Post-it (freeware)
b) Microsoft Office 2007 ou 2010
c) LibreOffice
d) Google Picasa
e) Mozila Firefox
f) Google Chrome
g) Adobe FlashPlayer
h) Adobe Reader
i) CD Burner XP (software para gravação de CDs e DVDs)
j) Winrar
k) IZArc
l) RealPlayer
m) K-Lite Codec Pack
n) SPE Escritório (softaware dos correios para envio de telegramas)
o) do PDF
p) CCleaner
q) Antivirus
r) Windows Live Essentials
s) Skype
t) Oracle Java (suporte Java para browsers)
u) Módulo de segurança - Banco do Brasil, Santander, Caixa e Itaú.";"closed";NULL
"35";"Máquina para verificação";"2012-09-10 12:17:00";"Modelo: HP
Serial: BRG207FF1Z
Patrimonio: 10.140.565
Máquina na caixa e completa.
Máquinas novas para instalação, solicitando configuração e preparo na rede Reitoria, além dos seguintes programas: 
a) Post-it (freeware)
b) Microsoft Office 2007 ou 2010
c) LibreOffice
d) Google Picasa
e) Mozila Firefox
f) Google Chrome
g) Adobe FlashPlayer
h) Adobe Reader
i) CD Burner XP (software para gravação de CDs e DVDs)
j) Winrar
k) IZArc
l) RealPlayer
m) K-Lite Codec Pack
n) SPE Escritório (softaware dos correios para envio de telegramas)
o) do PDF
p) CCleaner
q) Antivirus
r) Windows Live Essentials
s) Skype
t) Oracle Java (suporte Java para browsers)
u) Módulo de segurança - Banco do Brasil, Santander, Caixa e Itaú.";"closed";NULL
"36";"MANUTENÇÃO DE RAMAL";"2012-09-10 12:15:00";"RAMAL COM PROBLEMA:1196, ESTA SEM RECEBER E SEM FAZER CHAMADAS
O RAMAL COM PROBLEMA FICA NA SALA DA PÓS
RAMAL PARA CONTATO:1620";"closed";"&lt;p&gt;Verificando cabeamento externo, n&#227;o encontrado.&lt;/p&gt;"
"37";"Problema com o site da FANUT";"2012-09-10 12:31:00";"SITE:www.fanut.ufal.br
PROBLEMA:AO TENTAR ACESSAR FICA CARREGANDO E NÃO ENTRA.
TELEFONE:1160 ";"closed";"&lt;p&gt;Confirmei com a solcitante esta tudo certo.&lt;/p&gt;"
"38";"Instalação do SIE DESKTOP ";"2012-09-10 12:35:00";"Problema:A solicitante não consegue instalar o sie em seu computador
ramal:1160
setor:FANUT";"closed";NULL
"39";"FEAC - pós";"2012-09-10 12:48:00";"Aluno não consegue interagir nos fórun da disciplina Público e privado, não aparece o botão escrever.
 ";"closed";NULL
"40";"Relatório (urgente)";"2012-09-10 13:12:00";"PROGRAD solicita listagem com e-mail e nome dos alunos formados e que estão concluindo dos cursos de
""Administração, Ciências Contábeis, Ciências Econômicas,Comunicação Social, Relações Públicas, Gestão da Informação,Sistemas de Informação, Logistica, Pedagogia, Psicologia, Biologia, Ciências Biológicas, Relações Internacionais, Comércio Exterior, Economia, Estatística, Matemática, Marketing, Direito e Engenharias (todas).""

""Produção, Mecânica, Processos, Transporte, Eletrônica, Elétrica, Civil, Metalúrgica, Material, Eletro-eletrônica, de Controle e Automação e Mecatrônica e Ferroviária""

para repasse de informações para empresa que oferece treinne.

No aguardo.
";"closed";NULL
